,title,author,year,venue,abstract,container_type,gsrank,num_citations
84,Evading a Machine Learning-based Intrusion Detection System through Adversarial Perturbations,"['T Fladby', 'H Haugerud', 'S Nichele', 'K Begnum']",2020,Proceedings of the …,"Machine-learning based Intrusion Detection and Prevention Systems provide significant value to organizations because they can efficiently detect previously unseen variations of known threats, new threats related to known malware or even zero-day",Publication,85,1
85,Scalable optimization of randomized operational decisions in adversarial classification settings,"['B Li', 'Y Vorobeychik']",2015,Artificial Intelligence and Statistics,Sommer and Paxson [11] identify the cost of false positives and the gap between the output  of machine learning algorithms and its use in operational decisions as two of the crucial  gaps that prevent widespread use of machine learning in network intrusion detection. In our,Publication,86,60
86,Chained anomaly detection models for federated learning: An intrusion detection case study,"['D Preuveneers', 'V Rimmer', 'I Tsingenopoulos']",2018,Applied Sciences,"[21] in the area of intrusion detection for software-defined networks (SDN). They conducted  SDN-based experiments with adversarial attacks against a deep learning detecting system,  evaluating the fast gradient sign method (FGSM), Jacobian-based saliency map attack (JSMA)",Publication,87,63
87,A C-IFGSM Based Adversarial Approach for Deep Learning Based Intrusion Detection,"['Y Wang', 'Y Wang', 'E Tong', 'W Niu', 'J Liu']",2020,International Conference on …,"With the rapid development of machine learning algorithms, the security problem has gradually emerged. Most existing algorithms may be attacked by adversarial examples. An adversarial example is a slightly modified input sample that can lead to a false result of",Publication,88,0
88,Detection of adversarial training examples in poisoning attacks through anomaly detection,"['A Paudice', 'L Muñoz-González', 'A Gyorgy']",2018,arXiv preprint arXiv …,"has become an important component for many systems and applications including computer  vision, spam filtering, malware and network intrusion detection, among others. Despite the  capabilities of machine learning algorithms to extract valuable information from data and",Publication,89,74
89,AA-HMM: An anti-adversarial hidden markov model for network-based intrusion detection,"['C Song', 'A Pons', 'K Yen']",2018,Applied Sciences,"In this paper, an enhanced Hidden Markov Model, called the Anti-Adversarial Hidden  Markov Model (AA-HMM), is proposed to effectively detect evasion pattern, using the Dynamic  Window and Threshold techniques to achieve adaptive, anti-adversarial, and online-learning",Publication,90,3
90,New Era of Deeplearning-Based Malware Intrusion Detection: The Malware Detection and Prediction Based On Deep Learning,"['S Lu', 'L Ying', 'W Lin', 'Y Wang', 'M Nie', 'K Shen']",2019,arXiv preprint arXiv …,"Except that, we also design a novel malware prediction model which could detect the malware  coming in future through the Mal Generative Adversarial Network (Mal-GAN) implementation.  All those algorithms present fairly considerable value in related datasets afterwards.",Publication,91,6
91,Subverting Network Intrusion Detection: Crafting Adversarial Examples Accounting for Domain-Specific Constraints,"['M Teuffenbach', 'E Piatkowska', 'P Smith']",2020,… Conference for Machine Learning …,"Deep Learning (DL) algorithms are being applied to network intrusion detection, as they can outperform other methods in terms of computational efficiency and accuracy. However, these algorithms have recently been found to be vulnerable to adversarial examples–inputs that",Publication,92,0
92,An Adversarial Attack Detection Paradigm With Swarm Optimization,"['H Larijani', 'N Mtetwa', 'M Yousefi']",2020,2020 International Joint …,"The rest of the paper sections are organized as follows: review of the literature reported  in this research related to adversarial attacks, intrusion detection and random neural  networks (RNN) is discussed in Section II. The Artificial bee colony (ABC) algorithm and the",Publication,93,1
93,A Framework for Generating Evasion Attacks for Machine Learning Based Network Intrusion Detection Systems,"['R Mogg', 'SY Enoch', 'DS Kim']",2021,International Conference on Information …,"Intrusion Detection System (IDS) plays a vital role in detecting anomalies and cyber-attacks in networked systems. However, sophisticated attackers can manipulate the IDS'attacks samples to evade possible detection. In this paper, we present a network-based",Publication,94,0
94,Anomaly detection via minimum likelihood generative adversarial networks,"['C Wang', 'YM Zhang', 'CL Liu']",2018,2018 24th International …,"It plays an important role in many domains such as network intrusion detection, criminal  activity identity and so on. With the rapidly growing size of accessible training data and high  computation capacities, deep learning based anomaly detection has become more and more",Publication,95,14
95,Adversarial Black-Box Attacks Against Network Intrusion Detection Systems: A Survey,"['HA Alatwi', 'A Aldweesh']",2021,2021 IEEE World AI IoT Congress …,"Due to their massive success in various domains, deep learning techniques are  increasingly used to design network intrusion detection solutions that detect and mitigate  unknown and known attacks with high accuracy detection rates and minimal feature engineering.",Publication,96,0
96,Support vector machines under adversarial label noise,"['B Biggio', 'B Nelson', 'P Laskov']",2011,… on machine learning,"In adversarial classification tasks like spam filtering and intrusion detection, malicious  adversaries may manipulate data to thwart the  We adopt two different strategies for contaminating  the training set through label flipping: random and adversarial label flips. In both cases, we",Publication,97,308
97,Flow-based network traffic generation using generative adversarial networks,"['M Ring', 'D Schlör', 'D Landes', 'A Hotho']",2019,Computers & Security,"The generated data can be used to improve the training of anomaly-based intrusion detection  methods as well as for their evaluation. To that end, we propose an approach that is able to  learn the characteristics of collected network traffic and generates new flow-based network",Publication,98,73
98,A brute-force black-box method to attack machine learning-based systems in cybersecurity,"['S Zhang', 'X Xie', 'Y Xu']",2020,IEEE Access,"adversarial examples against the common machine learning based security systems in  cybersecurity including host intrusion detection  These datasets are chosen to validate the  performance of our method because host intrusion detection, network intrusion detection, and",Publication,99,9
99,Building a intrusion detection system for iot environment using machine learning techniques,"['KS Kiran', 'RNK Devisetty', 'NP Kalyan']",2020,Procedia Computer …,"In order to defend against cyber-attacks in IoT, this paper proposes a method to build IDS  using Machine Learning (ML) techniques to  attacks are performed from adversarial devices.  Machine learning models are built using supervised learning techniques to detect malicious",Publication,100,10
